date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name,is_elimination_game,rest_days,is_back_to_back,rolling_pts_5,opp_ga_per_game,opp_goalie_sv_pct
2022-11-15,PIT,0,2,2,3,4,15.883333333333333,W,5,2,,regular_season,2022-23,8479193,C. DeSmith,False,3.0,False,1.0,3.2195,0.9141273998113288
2022-11-17,NJD,1,1,2,1,3,22.716666666666665,L,2,3,,regular_season,2022-23,8477970,V. Vanecek,False,2.0,False,1.0,2.7561,0.9065610937474374
2022-11-19,BUF,0,1,1,0,2,14.1,W,5,2,,regular_season,2022-23,8480045,U. Luukkonen,False,2.0,False,1.2,3.679,0.9085695115363549
2022-11-21,NYI,1,0,1,0,3,22.766666666666666,L,2,3,,regular_season,2022-23,8478009,I. Sorokin,False,2.0,False,1.2,2.7073,0.9181207912500869
2022-11-23,NJD,0,0,0,-1,4,19.183333333333334,W,2,1,,regular_season,2022-23,8477970,V. Vanecek,False,2.0,False,1.4,2.7561,0.9075127036187534
2022-11-25,MIN,0,0,0,1,3,19.48333333333333,W,4,3,,regular_season,2022-23,8470594,M. Fleury,False,2.0,False,1.2,2.7439,0.9064932542039622
2022-11-26,PIT,1,2,3,3,6,17.116666666666667,W,4,1,,regular_season,2022-23,8479193,C. DeSmith,False,1.0,True,0.8,3.2195,0.9130877476124312
2022-11-28,DET,1,1,2,2,5,18.08333333333333,W,4,2,,regular_season,2022-23,8478024,V. Husso,False,2.0,False,1.0,3.4024,0.9112803085748085
2022-11-30,SJS,1,0,1,2,1,23.53333333333333,W,3,1,,regular_season,2022-23,8477180,A. Dell,False,2.0,False,1.2,3.9146,0.9058256271198227
2022-12-03,TBL,0,1,1,-1,8,20.15,L,3,4,,regular_season,2022-23,8476883,A. Vasilevskiy,False,3.0,False,1.2,3.0976,0.9119491253189467
2022-12-06,DAL,1,1,2,2,3,15.6,W,4,0,,regular_season,2022-23,8479979,J. Oettinger,False,3.0,False,1.4,2.6585,0.9139347552496252
2022-12-08,LAK,1,0,1,3,6,19.3,W,5,0,,regular_season,2022-23,8471734,J. Quick,False,2.0,False,1.8,3.1341,0.900649204992084
2022-12-10,CGY,1,2,3,1,8,23.65,W,5,4,,regular_season,2022-23,8478435,D. Vladar,False,2.0,False,1.4,3.0732,0.9045176651495843
2022-12-13,ANA,0,1,1,1,5,17.466666666666665,W,7,0,,regular_season,2022-23,8476434,J. Gibson,False,3.0,False,1.6,4.122,0.8985836417221438
2022-12-15,NYR,0,0,0,-2,5,22.33333333333333,L,1,3,,regular_season,2022-23,8478048,I. Shesterkin,False,2.0,False,1.6,2.6707,0.9210280819063316
2022-12-17,WSH,1,1,2,1,4,19.383333333333333,L,2,5,,regular_season,2022-23,8479292,C. Lindgren,False,2.0,False,1.4,3.2317,0.90779822288977
2022-12-20,TBL,1,0,1,0,6,21.4,W,4,1,,regular_season,2022-23,8476883,A. Vasilevskiy,False,3.0,False,1.4,3.0976,0.9120023055303788
2022-12-22,PHI,0,1,1,3,2,21.366666666666667,W,4,3,,regular_season,2022-23,8479394,C. Hart,False,2.0,False,1.4,3.378,0.9044806591365748
2022-12-27,STL,0,1,1,2,5,22.366666666666667,W,5,4,,regular_season,2022-23,8476412,J. Binnington,False,5.0,False,1.0,3.6707,0.9029597694833534
2022-12-29,ARI,0,0,0,-4,4,20.466666666666665,L,3,6,,regular_season,2022-23,8478872,K. Vejmelka,False,2.0,False,1.0,3.6463,0.9031615733272079
2022-12-31,COL,1,1,2,2,1,17.7,W,6,2,,regular_season,2022-23,8480382,A. Georgiev,False,2.0,False,1.0,2.7531,0.9084619790977904
2023-01-03,STL,1,1,2,2,3,21.766666666666666,L,5,6,,regular_season,2022-23,8476412,J. Binnington,False,3.0,False,1.0,3.6707,0.9026274909489689
2023-01-05,SEA,0,1,1,-1,3,20.766666666666666,L,1,5,,regular_season,2022-23,8474889,M. Jones,False,2.0,False,1.2,3.122,0.8987377773463447
2023-01-07,DET,0,1,1,-1,2,19.966666666666665,W,4,1,,regular_season,2022-23,8476433,M. Hellberg,False,2.0,False,1.2,3.4024,0.9051600716565175
2023-01-08,PHI,1,0,1,0,4,17.483333333333334,W,6,2,,regular_season,2022-23,8479394,C. Hart,False,1.0,True,1.2,3.378,0.9053807358801785
2023-01-14,BOS,1,0,1,1,3,20.133333333333333,L,3,4,,regular_season,2022-23,8476999,L. Ullmark,False,6.0,False,1.4,2.1585,0.9173770420753526
2023-01-17,FLA,1,0,1,0,5,21.53333333333333,W,5,4,,regular_season,2022-23,8475683,S. Bobrovsky,False,3.0,False,1.2,3.3293,0.9034691942925874
2023-01-19,WPG,2,0,2,2,7,17.166666666666668,W,4,1,,regular_season,2022-23,8476945,C. Hellebuyck,False,2.0,False,1.0,2.7439,0.9121356241889694
2023-01-21,MTL,0,1,1,-1,3,19.85,L,2,3,,regular_season,2022-23,8478470,S. Montembeault,False,2.0,False,1.2,3.7439,0.8998166002603913
2023-01-23,NYI,1,0,1,0,5,20.433333333333334,W,5,2,,regular_season,2022-23,8478009,I. Sorokin,False,2.0,False,1.2,2.7073,0.9173222141714331
2023-01-25,NYR,0,0,0,0,4,21.883333333333333,W,3,2,,regular_season,2022-23,8478048,I. Shesterkin,False,2.0,False,1.2,2.6707,0.9199086020365523
2023-02-15,CHI,1,1,2,3,3,16.65,W,5,2,,regular_season,2022-23,8475852,P. Mrazek,False,21.0,False,1.0,3.6707,0.8942540792215654
2023-02-18,MTL,0,2,2,1,2,17.5,W,5,1,,regular_season,2022-23,8474596,J. Allen,False,3.0,False,1.2,3.7439,0.9019725123921991
2023-02-19,CHI,0,0,0,-2,5,17.233333333333334,L,3,5,,regular_season,2022-23,8483530,J. Stauber,False,1.0,True,1.2,3.6707,0.9060849562745443
2023-02-21,BUF,0,0,0,0,1,15.9,W,6,3,,regular_season,2022-23,8480045,U. Luukkonen,False,2.0,False,1.0,3.679,0.9017650632098381
2023-02-24,MIN,0,0,0,1,2,20.416666666666668,W,2,1,,regular_season,2022-23,8479406,F. Gustavsson,False,3.0,False,0.8,2.7439,0.9124076528788776
2023-02-26,SEA,2,0,2,2,5,14.133333333333333,W,5,1,,regular_season,2022-23,8475831,P. Grubauer,False,2.0,False,0.8,3.122,0.8997052594819615
2023-03-01,EDM,0,1,1,-1,2,20.0,L,2,5,,regular_season,2022-23,8479973,S. Skinner,False,3.0,False,0.8,3.1707,0.9085299684048203
2023-03-02,CGY,0,1,1,1,8,22.83333333333333,W,2,1,,regular_season,2022-23,8474593,J. Markstrom,False,1.0,True,0.6,3.0732,0.8999023258168262
2023-03-04,VAN,0,0,0,-2,4,18.28333333333333,L,1,4,,regular_season,2022-23,8477967,T. Demko,False,2.0,False,0.8,3.6341,0.9015439247032268
2023-03-07,NJD,1,0,1,-1,4,21.55,W,4,3,,regular_season,2022-23,8477970,V. Vanecek,False,3.0,False,0.8,2.7561,0.9025299117574498
2023-03-11,EDM,1,1,2,2,8,21.433333333333334,W,7,4,,regular_season,2022-23,8479973,S. Skinner,False,4.0,False,1.0,3.1707,0.909655387107432
2023-03-13,BUF,1,2,3,3,5,23.33333333333333,L,3,4,,regular_season,2022-23,8467950,C. Anderson,False,2.0,False,1.0,3.679,0.9063555460199478
2023-03-15,COL,0,0,0,1,5,26.866666666666667,L,1,2,,regular_season,2022-23,8480382,A. Georgiev,False,2.0,False,1.4,2.7531,0.9117494061553952
2023-03-17,CAR,1,0,1,2,5,18.95,W,5,2,,regular_season,2022-23,8481611,P. Kochetkov,False,2.0,False,1.2,2.5976,0.9062037214711405
2023-03-18,OTT,0,2,2,2,4,23.416666666666668,W,5,4,,regular_season,2022-23,8481544,M. Sogaard,False,1.0,True,1.4,3.3049,0.8993288754994441
2023-03-21,NYI,0,1,1,-2,3,17.516666666666666,L,2,7,,regular_season,2022-23,8478009,I. Sorokin,False,3.0,False,1.6,2.7073,0.9170367596929193
2023-03-23,FLA,2,0,2,2,4,19.383333333333333,W,6,2,,regular_season,2022-23,8475683,S. Bobrovsky,False,2.0,False,1.4,3.3293,0.9040796269253106
2023-03-25,CAR,2,0,2,0,15,22.316666666666663,L,3,5,,regular_season,2022-23,8481611,P. Kochetkov,False,2.0,False,1.2,2.5976,0.9041314140286447
2023-03-26,NSH,0,2,2,0,5,21.966666666666665,W,3,2,,regular_season,2022-23,8480947,K. Lankinen,False,1.0,True,1.6,2.8889,0.9045910158632201
2023-03-29,FLA,1,0,1,1,5,23.433333333333334,L,2,3,,regular_season,2022-23,8479312,A. Lyon,False,3.0,False,1.8,3.3293,0.8992016610221762
2023-04-01,OTT,0,0,0,0,3,23.316666666666663,W,3,0,,regular_season,2022-23,8481544,M. Sogaard,False,3.0,False,1.6,3.3049,0.9009335212164031
2023-04-02,DET,0,1,1,-2,6,23.45,L,2,5,,regular_season,2022-23,8477968,A. Nedeljkovic,False,1.0,True,1.4,3.4024,0.9013957124747246
2023-04-04,CBJ,1,0,1,0,6,19.35,W,4,2,,regular_season,2022-23,8482982,J. Greaves,False,2.0,False,1.2,4.0123,0.9046624242034669
2023-04-06,BOS,0,0,0,-1,6,19.75,L,1,2,,regular_season,2022-23,8480280,J. Swayman,False,2.0,False,1.0,2.1585,0.909713694093602
2023-04-08,MTL,1,3,4,1,4,17.816666666666666,W,7,1,,regular_season,2022-23,8478470,S. Montembeault,False,2.0,False,0.6,3.7439,0.9028274758864937
2023-04-10,FLA,1,0,1,1,4,21.016666666666666,W,2,1,,regular_season,2022-23,8479312,A. Lyon,False,2.0,False,1.2,3.3293,0.9073312693980244
2023-04-13,NYR,0,0,0,0,3,20.55,W,3,2,,regular_season,2022-23,8470860,J. Halak,False,3.0,False,1.4,2.6707,0.9054590132447876
2023-04-18,TBL,0,2,2,1,2,17.833333333333332,L,3,7,1.0,first_round,2022-23,8476883,A. Vasilevskiy,False,5.0,False,1.2,3.0976,0.9137926505655136
2023-04-20,TBL,0,2,2,0,3,16.866666666666667,W,7,2,2.0,first_round,2022-23,8476883,A. Vasilevskiy,False,2.0,False,1.4,3.0976,0.9139974107908971
